date,location_id,waste_type,source,waste_volume
2027-05-07,global_food_wastage_dataset,Meat & Seafood,global_food_wastage_dataset,37391.39
2027-05-08,global_food_wastage_dataset,Bakery Items,global_food_wastage_dataset,7366.15
2027-05-09,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,23779.37
2027-05-10,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,10337.47
2027-05-11,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,41640.33
2027-05-12,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,21968.71
2027-05-13,global_food_wastage_dataset,Bakery Items,global_food_wastage_dataset,26762.3
2027-05-14,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,43125.3
2027-05-15,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,8983.57
2027-05-16,global_food_wastage_dataset,Meat & Seafood,global_food_wastage_dataset,7873.09
2027-05-17,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,24319.52
2027-05-18,global_food_wastage_dataset,Dairy Products,global_food_wastage_dataset,18546.11
2027-05-19,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,7137.78
2027-05-20,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,984.24
2027-05-21,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,6945.83
2027-05-22,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,26627.11
2027-05-23,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,18189.87
2027-05-24,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,20373.65
2027-05-25,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,16467.12
2027-05-26,global_food_wastage_dataset,Dairy Products,global_food_wastage_dataset,21037.73
2027-05-27,global_food_wastage_dataset,Meat & Seafood,global_food_wastage_dataset,36073.05
2027-05-28,global_food_wastage_dataset,Bakery Items,global_food_wastage_dataset,3079.36
2027-05-29,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,35706.01
2027-05-30,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,5754.93
2027-05-31,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,13026.67
2027-06-01,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,3279.14
2027-06-02,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,13016.73
2027-06-03,global_food_wastage_dataset,Meat & Seafood,global_food_wastage_dataset,9304.41
2027-06-04,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,20686.92
2027-06-05,global_food_wastage_dataset,Meat & Seafood,global_food_wastage_dataset,48460.2
2027-06-06,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,39265.39
2027-06-07,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,8152.32
2027-06-08,global_food_wastage_dataset,Bakery Items,global_food_wastage_dataset,22652.62
2027-06-09,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,38067.96
2027-06-10,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,35280.5
2027-06-11,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,1788.01
2027-06-12,global_food_wastage_dataset,Bakery Items,global_food_wastage_dataset,9646.2
2027-06-13,global_food_wastage_dataset,Meat & Seafood,global_food_wastage_dataset,41263.64
2027-06-14,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,6234.85
2027-06-15,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,45354.77
2027-06-16,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,9084.03
2027-06-17,global_food_wastage_dataset,Meat & Seafood,global_food_wastage_dataset,10339.44
2027-06-18,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,41688.48
2027-06-19,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,48530.06
2027-06-20,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,22659.37
2027-06-21,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,49413.98
2027-06-22,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,27421.17
2027-06-23,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,14393.52
2027-06-24,global_food_wastage_dataset,Bakery Items,global_food_wastage_dataset,16359.0
2027-06-25,global_food_wastage_dataset,Meat & Seafood,global_food_wastage_dataset,8175.92
2027-06-26,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,41797.93
2027-06-27,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,11452.87
2027-06-28,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,28821.56
2027-06-29,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,26800.13
2027-06-30,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,29613.99
2027-07-01,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,12524.47
2027-07-02,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,563.82
2027-07-03,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,24218.15
2027-07-04,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,23253.2
2027-07-05,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,45925.08
2027-07-06,global_food_wastage_dataset,Meat & Seafood,global_food_wastage_dataset,15173.08
2027-07-07,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,46712.67
2027-07-08,global_food_wastage_dataset,Dairy Products,global_food_wastage_dataset,48132.63
2027-07-09,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,30206.43
2027-07-10,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,44284.99
2027-07-11,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,10766.12
2027-07-12,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,13946.56
2027-07-13,global_food_wastage_dataset,Bakery Items,global_food_wastage_dataset,46493.22
2027-07-14,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,16128.56
2027-07-15,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,43572.95
2027-07-16,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,23087.01
2027-07-17,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,27248.63
2027-07-18,global_food_wastage_dataset,Meat & Seafood,global_food_wastage_dataset,27393.87
2027-07-19,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,43281.52
2027-07-20,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,36721.58
2027-07-21,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,3620.29
2027-07-22,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,39092.72
2027-07-23,global_food_wastage_dataset,Meat & Seafood,global_food_wastage_dataset,7411.92
2027-07-24,global_food_wastage_dataset,Bakery Items,global_food_wastage_dataset,13434.62
2027-07-25,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,16766.82
2027-07-26,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,12653.2
2027-07-27,global_food_wastage_dataset,Bakery Items,global_food_wastage_dataset,19816.91
2027-07-28,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,48862.19
2027-07-29,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,1104.25
2027-07-30,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,36454.83
2027-07-31,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,44803.48
2027-08-01,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,17602.49
2027-08-02,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,37200.74
2027-08-03,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,28281.34
2027-08-04,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,33695.26
2027-08-05,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,31139.18
2027-08-06,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,40742.24
2027-08-07,global_food_wastage_dataset,Bakery Items,global_food_wastage_dataset,48092.85
2027-08-08,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,35115.79
2027-08-09,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,37881.41
2027-08-10,global_food_wastage_dataset,Dairy Products,global_food_wastage_dataset,3006.19
2027-08-11,global_food_wastage_dataset,Dairy Products,global_food_wastage_dataset,31107.05
2027-08-12,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,7025.55
2027-08-13,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,41055.24
2027-08-14,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,40760.94
2027-08-15,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,27461.24
2027-08-16,global_food_wastage_dataset,Dairy Products,global_food_wastage_dataset,39749.49
2027-08-17,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,29875.75
2027-08-18,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,48194.34
2027-08-19,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,4877.08
2027-08-20,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,15863.51
2027-08-21,global_food_wastage_dataset,Dairy Products,global_food_wastage_dataset,16562.57
2027-08-22,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,39645.51
2027-08-23,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,38121.7
2027-08-24,global_food_wastage_dataset,Dairy Products,global_food_wastage_dataset,22076.13
2027-08-25,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,27125.92
2027-08-26,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,43341.18
2027-08-27,global_food_wastage_dataset,Bakery Items,global_food_wastage_dataset,17883.92
2027-08-28,global_food_wastage_dataset,Dairy Products,global_food_wastage_dataset,17959.47
2027-08-29,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,44421.56
2027-08-30,global_food_wastage_dataset,Bakery Items,global_food_wastage_dataset,30882.6
2027-08-31,global_food_wastage_dataset,Bakery Items,global_food_wastage_dataset,47661.94
2027-09-01,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,38589.78
2027-09-02,global_food_wastage_dataset,Bakery Items,global_food_wastage_dataset,16133.77
2027-09-03,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,16898.09
2027-09-04,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,41760.67
2027-09-05,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,15294.75
2027-09-06,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,46158.97
2027-09-07,global_food_wastage_dataset,Bakery Items,global_food_wastage_dataset,45135.33
2027-09-08,global_food_wastage_dataset,Dairy Products,global_food_wastage_dataset,46191.21
2027-09-09,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,39179.76
2027-09-10,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,26250.32
2027-09-11,global_food_wastage_dataset,Meat & Seafood,global_food_wastage_dataset,14971.0
2027-09-12,global_food_wastage_dataset,Bakery Items,global_food_wastage_dataset,30733.72
2027-09-13,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,12872.9
2027-09-14,global_food_wastage_dataset,Meat & Seafood,global_food_wastage_dataset,4882.01
2027-09-15,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,10530.07
2027-09-16,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,41436.19
2027-09-17,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,48055.47
2027-09-18,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,30533.92
2027-09-19,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,23132.37
2027-09-20,global_food_wastage_dataset,Meat & Seafood,global_food_wastage_dataset,8890.9
2027-09-21,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,24188.93
2027-09-22,global_food_wastage_dataset,Dairy Products,global_food_wastage_dataset,16990.14
2027-09-23,global_food_wastage_dataset,Bakery Items,global_food_wastage_dataset,6558.35
2027-09-24,global_food_wastage_dataset,Dairy Products,global_food_wastage_dataset,37860.05
2027-09-25,global_food_wastage_dataset,Dairy Products,global_food_wastage_dataset,2835.61
2027-09-26,global_food_wastage_dataset,Meat & Seafood,global_food_wastage_dataset,40465.31
2027-09-27,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,45273.31
2027-09-28,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,12175.41
2027-09-29,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,44669.12
2027-09-30,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,15877.32
2027-10-01,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,6575.91
2027-10-02,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,28516.52
2027-10-03,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,2971.47
2027-10-04,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,40147.89
2027-10-05,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,24558.37
2027-10-06,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,1089.46
2027-10-07,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,13227.42
2027-10-08,global_food_wastage_dataset,Meat & Seafood,global_food_wastage_dataset,19338.41
2027-10-09,global_food_wastage_dataset,Meat & Seafood,global_food_wastage_dataset,4036.49
2027-10-10,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,1207.37
2027-10-11,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,23225.05
2027-10-12,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,2474.83
2027-10-13,global_food_wastage_dataset,Dairy Products,global_food_wastage_dataset,40559.42
2027-10-14,global_food_wastage_dataset,Meat & Seafood,global_food_wastage_dataset,4618.68
2027-10-15,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,1634.45
2027-10-16,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,45126.17
2027-10-17,global_food_wastage_dataset,Meat & Seafood,global_food_wastage_dataset,45374.16
2027-10-18,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,48449.26
2027-10-19,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,1732.31
2027-10-20,global_food_wastage_dataset,Dairy Products,global_food_wastage_dataset,18682.94
2027-10-21,global_food_wastage_dataset,Dairy Products,global_food_wastage_dataset,13763.66
2027-10-22,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,21211.62
2027-10-23,global_food_wastage_dataset,Meat & Seafood,global_food_wastage_dataset,34559.81
2027-10-24,global_food_wastage_dataset,Dairy Products,global_food_wastage_dataset,6103.15
2027-10-25,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,3737.96
2027-10-26,global_food_wastage_dataset,Bakery Items,global_food_wastage_dataset,46857.01
2027-10-27,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,4611.94
2027-10-28,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,43480.95
2027-10-29,global_food_wastage_dataset,Bakery Items,global_food_wastage_dataset,42834.82
2027-10-30,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,49816.86
2027-10-31,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,11404.52
2027-11-01,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,46798.57
2027-11-02,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,20641.74
2027-11-03,global_food_wastage_dataset,Dairy Products,global_food_wastage_dataset,47627.36
2027-11-04,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,47689.02
2027-11-05,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,1498.6
2027-11-06,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,1658.5
2027-11-07,global_food_wastage_dataset,Meat & Seafood,global_food_wastage_dataset,28148.0
2027-11-08,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,24659.88
2027-11-09,global_food_wastage_dataset,Bakery Items,global_food_wastage_dataset,4299.29
2027-11-10,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,17578.48
2027-11-11,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,19354.4
2027-11-12,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,30790.19
2027-11-13,global_food_wastage_dataset,Bakery Items,global_food_wastage_dataset,13901.18
2027-11-14,global_food_wastage_dataset,Bakery Items,global_food_wastage_dataset,11071.57
2027-11-15,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,7032.21
2027-11-16,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,8065.54
2027-11-17,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,43637.05
2027-11-18,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,41058.24
2027-11-19,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,22078.21
2027-11-20,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,28458.05
2027-11-21,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,41000.87
2027-11-22,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,7236.25
2027-11-23,global_food_wastage_dataset,Bakery Items,global_food_wastage_dataset,19679.23
2027-11-24,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,35483.41
2027-11-25,global_food_wastage_dataset,Bakery Items,global_food_wastage_dataset,34795.8
2027-11-26,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,41413.4
2027-11-27,global_food_wastage_dataset,Bakery Items,global_food_wastage_dataset,29213.9
2027-11-28,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,13010.89
2027-11-29,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,4140.11
2027-11-30,global_food_wastage_dataset,Dairy Products,global_food_wastage_dataset,17681.37
2027-12-01,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,46668.91
2027-12-02,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,35232.72
2027-12-03,global_food_wastage_dataset,Meat & Seafood,global_food_wastage_dataset,32497.32
2027-12-04,global_food_wastage_dataset,Meat & Seafood,global_food_wastage_dataset,40408.04
2027-12-05,global_food_wastage_dataset,Meat & Seafood,global_food_wastage_dataset,22245.81
2027-12-06,global_food_wastage_dataset,Dairy Products,global_food_wastage_dataset,34661.41
2027-12-07,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,4747.33
2027-12-08,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,34123.97
2027-12-09,global_food_wastage_dataset,Dairy Products,global_food_wastage_dataset,26651.27
2027-12-10,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,35830.12
2027-12-11,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,43604.76
2027-12-12,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,28426.63
2027-12-13,global_food_wastage_dataset,Dairy Products,global_food_wastage_dataset,23421.47
2027-12-14,global_food_wastage_dataset,Meat & Seafood,global_food_wastage_dataset,27099.72
2027-12-15,global_food_wastage_dataset,Bakery Items,global_food_wastage_dataset,39581.84
2027-12-16,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,26144.5
2027-12-17,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,17126.74
2027-12-18,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,41112.98
2027-12-19,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,34771.88
2027-12-20,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,30532.53
2027-12-21,global_food_wastage_dataset,Bakery Items,global_food_wastage_dataset,33302.91
2027-12-22,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,44376.96
2027-12-23,global_food_wastage_dataset,Bakery Items,global_food_wastage_dataset,19157.25
2027-12-24,global_food_wastage_dataset,Meat & Seafood,global_food_wastage_dataset,19420.74
2027-12-25,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,26996.77
2027-12-26,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,23230.45
2027-12-27,global_food_wastage_dataset,Bakery Items,global_food_wastage_dataset,11941.14
2027-12-28,global_food_wastage_dataset,Meat & Seafood,global_food_wastage_dataset,36620.6
2027-12-29,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,39904.73
2027-12-30,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,18677.97
2027-12-31,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,27775.14
2028-01-01,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,39575.31
2028-01-02,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,44477.01
2028-01-03,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,45531.69
2028-01-04,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,19136.57
2028-01-05,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,39366.23
2028-01-06,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,42224.31
2028-01-07,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,11747.58
2028-01-08,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,32541.66
2028-01-09,global_food_wastage_dataset,Dairy Products,global_food_wastage_dataset,10346.33
2028-01-10,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,11663.37
2028-01-11,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,36775.28
2028-01-12,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,47754.5
2028-01-13,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,49597.08
2028-01-14,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,9854.36
2028-01-15,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,32026.66
2028-01-16,global_food_wastage_dataset,Dairy Products,global_food_wastage_dataset,42268.39
2028-01-17,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,4432.12
2028-01-18,global_food_wastage_dataset,Dairy Products,global_food_wastage_dataset,46335.1
2028-01-19,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,32008.19
2028-01-20,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,12158.17
2028-01-21,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,26692.28
2028-01-22,global_food_wastage_dataset,Dairy Products,global_food_wastage_dataset,25611.51
2028-01-23,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,38673.18
2028-01-24,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,38902.24
2028-01-25,global_food_wastage_dataset,Dairy Products,global_food_wastage_dataset,21328.53
2028-01-26,global_food_wastage_dataset,Bakery Items,global_food_wastage_dataset,37219.35
2028-01-27,global_food_wastage_dataset,Dairy Products,global_food_wastage_dataset,36730.78
2028-01-28,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,12317.88
2028-01-29,global_food_wastage_dataset,Bakery Items,global_food_wastage_dataset,34788.43
2028-01-30,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,38637.82
2028-01-31,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,23315.36
2028-02-01,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,42720.3
2028-02-02,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,19516.89
2028-02-03,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,36675.14
2028-02-04,global_food_wastage_dataset,Bakery Items,global_food_wastage_dataset,33455.5
2028-02-05,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,39730.33
2028-02-06,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,28256.65
2028-02-07,global_food_wastage_dataset,Meat & Seafood,global_food_wastage_dataset,10569.89
2028-02-08,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,7673.38
2028-02-09,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,8921.72
2028-02-10,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,49821.95
2028-02-11,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,40628.72
2028-02-12,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,33384.17
2028-02-13,global_food_wastage_dataset,Bakery Items,global_food_wastage_dataset,32291.89
2028-02-14,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,30411.47
2028-02-15,global_food_wastage_dataset,Meat & Seafood,global_food_wastage_dataset,45621.2
2028-02-16,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,18519.25
2028-02-17,global_food_wastage_dataset,Meat & Seafood,global_food_wastage_dataset,9274.18
2028-02-18,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,26717.58
2028-02-19,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,11568.58
2028-02-20,global_food_wastage_dataset,Meat & Seafood,global_food_wastage_dataset,35478.35
2028-02-21,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,47042.59
2028-02-22,global_food_wastage_dataset,Dairy Products,global_food_wastage_dataset,28578.74
2028-02-23,global_food_wastage_dataset,Dairy Products,global_food_wastage_dataset,34539.59
2028-02-24,global_food_wastage_dataset,Dairy Products,global_food_wastage_dataset,33143.48
2028-02-25,global_food_wastage_dataset,Meat & Seafood,global_food_wastage_dataset,3571.28
2028-02-26,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,23410.02
2028-02-27,global_food_wastage_dataset,Dairy Products,global_food_wastage_dataset,32805.49
2028-02-28,global_food_wastage_dataset,Dairy Products,global_food_wastage_dataset,35160.21
2028-02-29,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,8594.59
2028-03-01,global_food_wastage_dataset,Dairy Products,global_food_wastage_dataset,22720.68
2028-03-02,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,45865.38
2028-03-03,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,31016.42
2028-03-04,global_food_wastage_dataset,Meat & Seafood,global_food_wastage_dataset,16537.53
2028-03-05,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,36370.28
2028-03-06,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,3328.11
2028-03-07,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,35841.16
2028-03-08,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,34932.96
2028-03-09,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,6210.96
2028-03-10,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,16554.33
2028-03-11,global_food_wastage_dataset,Bakery Items,global_food_wastage_dataset,17206.7
2028-03-12,global_food_wastage_dataset,Dairy Products,global_food_wastage_dataset,41514.19
2028-03-13,global_food_wastage_dataset,Meat & Seafood,global_food_wastage_dataset,44973.35
2028-03-14,global_food_wastage_dataset,Bakery Items,global_food_wastage_dataset,44961.18
2028-03-15,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,22334.46
2028-03-16,global_food_wastage_dataset,Dairy Products,global_food_wastage_dataset,20517.26
2028-03-17,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,49948.23
2028-03-18,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,20319.53
2028-03-19,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,5379.46
2028-03-20,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,41579.75
